-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,2.441300004720687866e-01,-1.717099994421005249e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,6.283199787139892578e-02,2.348199784755706787e-01,-1.802200376987457275e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,1.256600022315979004e-01,2.252300232648849487e-01,-1.887199431657791138e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,1.885000020265579224e-01,2.153600454330444336e-01,-1.971899569034576416e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,2.513299882411956787e-01,2.052000164985656738e-01,-2.056400030851364136e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,3.141599893569946289e-01,1.947499960660934448e-01,-2.140799909830093384e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,3.769899904727935791e-01,1.840000152587890625e-01,-2.224900126457214355e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,4.398199915885925293e-01,1.729500144720077515e-01,-2.308900058269500732e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,5.026500225067138672e-01,1.615700274705886841e-01,-2.392800003290176392e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,5.654900074005126953e-01,1.498800218105316162e-01,-2.476399987936019897e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,6.283200383186340332e-01,1.378600001335144043e-01,-2.560000419616699219e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,6.911500096321105957e-01,1.254899799823760986e-01,-2.643299996852874756e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,7.539799809455871582e-01,1.127899885177612305e-01,-2.726599574089050293e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,8.168100118637084961e-01,9.971998631954193115e-02,-2.809799909591674805e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,8.796499371528625488e-01,8.628799766302108765e-02,-2.892799973487854004e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,9.424800276756286621e-01,7.248000055551528931e-02,-2.975800037384033203e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,1.005300045013427734e+00,5.828497558832168579e-02,-3.058600127696990967e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,1.068099975585937500e+00,4.369200393557548523e-02,-3.141399919986724854e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,1.131000041961669922e+00,2.868798747658729553e-02,-3.224099576473236084e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,1.193799972534179688e+00,1.325997803360223770e-02,-3.306699991226196289e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,1.256600022315979004e+00,-2.603627275675535202e-03,-3.389300405979156494e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,1.319499969482421875e+00,-1.891799084842205048e-02,-3.471800684928894043e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,1.382300019264221191e+00,-3.569800406694412231e-02,-3.554300069808959961e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,1.445099949836730957e+00,-5.295798555016517639e-02,-3.636700510978698730e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,1.508000016212463379e+00,-7.071600854396820068e-02,-3.719199895858764648e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,1.570799946784973145e+00,-8.898898214101791382e-02,-3.801499903202056885e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,1.633599996566772461e+00,-1.077899932861328125e-01,-3.883900046348571777e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,1.696500301361083984e+00,-1.271500736474990845e-01,-3.966300487518310547e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,1.759299993515014648e+00,-1.470800340175628662e-01,-4.048700034618377686e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,1.822100400924682617e+00,-1.676100641489028931e-01,-4.131000638008117676e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,1.884999990463256836e+00,-1.887499839067459106e-01,-4.213399887084960938e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,1.947800040245056152e+00,-2.105399817228317261e-01,-4.295800328254699707e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,2.010600090026855469e+00,-2.329899966716766357e-01,-4.378199875354766846e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,2.073499917984008789e+00,-2.561399638652801514e-01,-4.460700154304504395e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,2.136300086975097656e+00,-2.800099849700927734e-01,-4.543200731277465820e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,2.199100017547607422e+00,-3.046300113201141357e-01,-4.625800251960754395e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,2.261899948120117188e+00,-3.300400078296661377e-01,-4.708400070667266846e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,2.324800014495849609e+00,-3.562799990177154541e-01,-4.791100025177001953e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,2.387599945068359375e+00,-3.833700120449066162e-01,-4.873799681663513184e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,2.450400114059448242e+00,-4.113599359989166260e-01,-4.956600069999694824e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,2.513299942016601562e+00,-4.402900338172912598e-01,-5.039499998092651367e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,2.576100111007690430e+00,-4.702099859714508057e-01,-5.122500658035278320e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,2.638898611068725586e+00,-5.011594891548156738e-01,-5.205602049827575684e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,2.701800107955932617e+00,-5.332000255584716797e-01,-5.288800001144409180e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,2.764600038528442383e+00,-5.663700103759765625e-01,-5.371999740600585938e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,2.827402114868164062e+00,-6.007510423660278320e-01,-5.455495715141296387e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,2.890300035476684570e+00,-6.363899111747741699e-01,-5.539000034332275391e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,2.953095912933349609e+00,-6.733581423759460449e-01,-5.622705221176147461e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,3.015882015228271484e+00,-7.117218971252441406e-01,-5.706521868705749512e-01,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00,3.078835964202880859e+00,-7.516071200370788574e-01,-5.790352225303649902e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.141592741012573242e+00,-7.929369807243347168e-01,-5.875583887100219727e-01,0.000000000000000000e+00
